 1.657e-02	 1.210e-07
 1.812e-02	 1.710e-07
 1.982e-02	 2.430e-07
 2.169e-02	 3.320e-07
 2.372e-02	 4.420e-07
 2.594e-02	 5.580e-07
 2.838e-02	 7.000e-07
 3.104e-02	 8.480e-07
 3.396e-02	 9.860e-07
 3.714e-02	 1.170e-06
 4.063e-02	 1.370e-06
 4.444e-02	 1.500e-06
 4.860e-02	 1.590e-06
 5.317e-02	 1.650e-06
 5.815e-02	 1.690e-06
 6.362e-02	 1.630e-06
 6.958e-02	 1.560e-06
 7.611e-02	 1.610e-06
 8.325e-02	 1.700e-06
 9.106e-02	 2.410e-06
 9.961e-02	 1.690e-05
 1.089e-01	 7.330e-05
 1.191e-01	 7.200e-05
 1.303e-01	 3.400e-04
 1.425e-01	 4.770e-04
 1.560e-01	 5.320e-04
 1.670e-01	 5.920e-04
 1.706e-01	 6.350e-04
 1.865e-01	 7.120e-04
 2.041e-01	 8.260e-04
 2.176e-01	 8.400e-04
 2.233e-01	 8.270e-04
 2.436e-01	 8.650e-04
 2.442e-01	 8.690e-04
 2.671e-01	 1.276e-03
 2.921e-01	 2.012e-03
 3.196e-01	 2.790e-03
 3.495e-01	 3.558e-03
 3.823e-01	 6.206e-03
 4.182e-01	 1.036e-02
 4.575e-01	 1.495e-02
 5.004e-01	 1.624e-02
 5.472e-01	 2.028e-02
 5.986e-01	 2.359e-02
 6.548e-01	 2.601e-02
 7.162e-01	 2.883e-02
 7.834e-01	 3.307e-02
 8.570e-01	 3.754e-02
 9.373e-01	 4.480e-02
 1.026e+00	 5.057e-02
 1.122e+00	 5.276e-02
 1.220e+00	 5.624e-02
 1.240e+00	 5.747e-02
 1.260e+00	 5.902e-02
 1.280e+00	 6.048e-02
 1.300e+00	 6.222e-02
 1.320e+00	 6.434e-02
 1.340e+00	 6.641e-02
 1.360e+00	 6.820e-02
 1.380e+00	 6.819e-02
 1.400e+00	 6.862e-02
 1.420e+00	 6.965e-02
 1.440e+00	 7.075e-02
 1.460e+00	 7.134e-02
 1.480e+00	 7.398e-02
 1.500e+00	 7.694e-02
 1.520e+00	 7.946e-02
 1.540e+00	 8.161e-02
 1.560e+00	 8.364e-02
 1.580e+00	 8.584e-02
 1.600e+00	 8.881e-02
 1.620e+00	 9.215e-02
 1.640e+00	 9.368e-02
 1.660e+00	 9.341e-02
 1.680e+00	 9.301e-02
 1.700e+00	 9.266e-02
 1.720e+00	 9.254e-02
 1.740e+00	 9.196e-02
 1.760e+00	 9.069e-02
 1.780e+00	 9.003e-02
 1.800e+00	 8.944e-02
 1.820e+00	 8.893e-02
 1.840e+00	 8.790e-02
 1.860e+00	 8.715e-02
 1.880e+00	 8.630e-02
 1.900e+00	 8.554e-02
 1.920e+00	 8.468e-02
 1.940e+00	 8.370e-02
 1.960e+00	 8.260e-02
 1.980e+00	 8.212e-02
 2.000e+00	 8.154e-02
 2.020e+00	 8.050e-02
 2.040e+00	 7.963e-02
 2.060e+00	 7.865e-02
 2.080e+00	 7.814e-02
 2.100e+00	 7.727e-02
 2.120e+00	 7.632e-02
 2.140e+00	 7.556e-02
 2.160e+00	 7.444e-02
 2.180e+00	 7.353e-02
 2.200e+00	 7.254e-02
 2.220e+00	 7.178e-02
 2.240e+00	 7.095e-02
 2.260e+00	 6.908e-02
 2.280e+00	 6.643e-02
 2.300e+00	 6.298e-02
 2.320e+00	 5.970e-02
 2.340e+00	 5.697e-02
 2.360e+00	 5.482e-02
 2.380e+00	 5.328e-02
 2.400e+00	 5.240e-02
 2.420e+00	 5.184e-02
 2.440e+00	 5.086e-02
 2.460e+00	 5.059e-02
 2.480e+00	 5.029e-02
 2.500e+00	 5.022e-02
 2.520e+00	 4.982e-02
 2.540e+00	 4.981e-02
 2.560e+00	 4.935e-02
